word,gpt-4_response,gpt4_rating
shatter,6,6.0
shatterproof,4,4.0
shave,4,4.0
shaven,4,4.0
shaver,4,4.0
shaving,4,4.0
shawl,4,4.0
she,1 (not at all iconic),1.0
shear,5,5.0
sheath,4,4.0
sheathe,3,3.0
shed,4,4.0
sheen,4,4.0
sheep,4,4.0
sheepdog,4,4.0
sheepish,4,4.0
sheer,4,4.0
sheet,4,4.0
shelf,3,3.0
shell,5,5.0
shellac,3,3.0
shelled,4,4.0
shellfish,4,4.0
shelter,4,4.0
shelve,4,4.0
shelves,3,3.0
shelving,4,4.0
shepherd,4,4.0
sherbet,3,3.0
sheriff,3,3.0
sherry,2,2.0
shh,6,6.0
shield,4,4.0
shift,4,4.0
shifty,5,5.0
shilling,2,2.0
shimmer,6,6.0
shimmy,6,6.0
shin,3,3.0
shine,5,5.0
shiner,4,4.0
shingle,3,3.0
shingles,3,3.0
shining,5,5.0
shiny,5,5.0
ship,4,4.0
shipmate,3,3.0
shipment,3,3.0
shipping,3,3.0
shipwreck,4,4.0
shipyard,4,4.0
shire,3,3.0
shirk,3,3.0
shirt,2,2.0
shit,5,5.0
shitty,5,5.0
shiver,6,6.0
shock,5,5.0
shocker,5,5.0
shocking,5,5.0
shoe,3,3.0
shoelace,4,4.0
shoestring,3,3.0
shoo,6,6.0
shook,5,5.0
shoot,5,5.0
shooter,4,4.0
shop,4,4.0
shoplift,4,4.0
shopper,3,3.0
shopping,4,4.0
shore,4,4.0
shoreline,4,4.0
short,4,4.0
shortage,3,3.0
shortbread,3,3.0
shortcake,4,4.0
shortcut,4,4.0
shorten,4,4.0
Shorter,4,4.0
shorthand,3,3.0
shot,4,4.0
shotgun,4,4.0
should,2,2.0
shoulder,3,3.0
shout,5,5.0
shove,5,5.0
shovel,4,4.0
show,4,4.0
showboat,4,4.0
showcase,4,4.0
showdown,4,4.0
shower,4,4.0
showing,4,4.0
shown,2,2.0
showroom,3,3.0
shrapnel,5,5.0
shred,6,6.0
shredder,6,6.0
shredding,6,6.0
shrew,3,3.0
shrewd,3,3.0
shriek,6,6.0
shrill,6,6.0
shrimp,4,4.0
shrine,4,4.0
shrink,5,5.0
shrivel,6,6.0
shroud,4,4.0
shrub,4,4.0
shrubbery,4,4.0
shrug,5,5.0
shrunken,4,4.0
shuck,4,4.0
shudder,6,6.0
shuffle,5,5.0
shuffling,5,5.0
shun,4,4.0
shunt,4,4.0
shush,6,6.0
shut,5,5.0
shutdown,4,4.0
shutter,4,4.0
shuttle,4,4.0
shy,4,4.0
sibling,2,2.0
sick,4,4.0
sicken,5,5.0
sickening,5,5.0
sickle,4,4.0
sickly,5,5.0
sickness,4,4.0
side,3,3.0
sided,3,3.0
sidekick,4,4.0
sideline,4,4.0
sideshow,4,4.0
sidestep,4,4.0
sidetrack,4,4.0
sidewalk,4,4.0
siding,3,3.0
siege,3,3.0
siesta,4,4.0
sieve,3,3.0
sift,5,5.0
sifter,4,4.0
sigh,6,6.0
sight,4,4.0
sighted,3,3.0
sign,3,3.0
signal,4,4.0
signature,3,3.0
significance,2,2.0
significant,2,2.0
signify,3,3.0
silence,5,5.0
silent,4,4.0
silhouette,4,4.0
silicon,3,3.0
silicone,3,3.0
silk,4,4.0
silken,5,5.0
silkworm,4,4.0
silky,5,5.0
silly,4,4.0
silo,3,3.0
silt,4,4.0
silver,4,4.0
silverware,4,4.0
similar,3,3.0
simile,2,2.0
simmer,5,5.0
simper,4,4.0
simple,3,3.0
simplicity,3,3.0
simplify,3,3.0
simplistic,3,3.0
simply,2,2.0
simulate,3,3.0
simultaneous,2,2.0
sin,3,3.0
since,2,2.0
sincere,2,2.0
sincerity,3,3.0
sinful,4,4.0
sing,5,5.0
singe,5,5.0
singer,3,3.0
single,3,3.0
singular,3,3.0
sinister,5,5.0
sink,5,5.0
sinker,4,4.0
sinkhole,5,5.0
sinless,4,4.0
sinner,3,3.0
sinus,3,3.0
sip,5,5.0
sir,2,2.0
sire,3,3.0
siren,5,5.0
sirloin,3,3.0
sis-boom-bah,4,4.0
sissy,5,5.0
sister,3,3.0
sisterhood,3,3.0
sit,5,5.0
site,2,2.0
sitter,3,3.0
sitting,4,4.0
situate,3,3.0
situation,2,2.0
six,2,2.0
sixteen,3,3.0
sixth,2,2.0
sixty,2,2.0
sizable,4,4.0
size,4,4.0
sizeable,3,3.0
sizzle,6,6.0
skate,4,4.0
skateboard,4,4.0
skater,4,4.0
skedaddle,6,6.0
skeet,3 (moderately iconic),3.0
skeletal,4,4.0
skeleton,4,4.0
skeptical,3,3.0
sketch,5,5.0
sketchbook,3,3.0
sketchpad,4,4.0
sketchy,5,5.0
skew,4,4.0
skewer,4,4.0
ski,5,5.0
skid,6,6.0
skiddoo,4,4.0
skies,3,3.0
skiff,3,3.0
skiing,4,4.0
skill,3,3.0
skilled,3,3.0
skillet,3,3.0
skillful,4,4.0
skim,5,5.0
skimming,5,5.0
skimp,5,5.0
skimpy,5,5.0
skin,4,4.0
skinhead,3,3.0
skinless,4,4.0
skinny,5,5.0
skip,5,5.0
skipper,4,4.0
skirmish,4,4.0
skirt,3,3.0
skit,3,3.0
skitter,6,6.0
skittish,5,5.0
skittle,3,3.0
skulk,5,5.0
skull,4,4.0
skunk,4,4.0
sky,3,3.0
skylight,4,4.0
skyline,4,4.0
slab,5,5.0
slack,5,5.0
slacker,5,5.0
slacks,3,3.0
slag,4,4.0
slam,6,6.0
slander,3,3.0
slang,3,3.0
slant,5,5.0
slap,6,6.0
slash,6,6.0
slashing,6,6.0
slate,3,3.0
slather,5,5.0
slaughter,6,6.0
slaughterhouse,5,5.0
slave,3,3.0
slavery,3,3.0
slay,5,5.0
sleaze,5,5.0
sled,4,4.0
sledge,4,4.0
sleek,5,5.0
sleep,4,4.0
sleeper,3,3.0
sleeping,4,4.0
sleepless,4,4.0
sleepwalk,5,5.0
sleepy,5,5.0
sleet,5,5.0
sleeve,2,2.0
sleeveless,4,4.0
sleigh,4,4.0
slender,4,4.0
slept,3,3.0
slice,5,5.0
slicer,5,5.0
slick,5,5.0
slicker,4,4.0
slide,5,5.0
slight,4,4.0
slighting,3,3.0
slim,5,5.0
slime,6,6.0
slimy,6,6.0
sling,5,5.0
slingshot,4,4.0
slinky,5,5.0
slip,5,5.0
slipper,4,4.0
slippery,6,6.0
slit,5,5.0
slither,6,6.0
slob,5,5.0
slobber,6,6.0
slog,5,5.0
slogan,2,2.0
slop,6,6.0
slope,4,4.0
sloppy,6,6.0
slosh,6,6.0
slot,4,4.0
sloth,4,4.0
slouch,6,6.0
slow,5,5.0
slowly,4,4.0
sludge,6,6.0
slug,5,5.0
sluggard,5,5.0
sluggish,6,6.0
slum,4,4.0
slumber,5,5.0
slump,5,5.0
slur,5,5.0
slurp,6,6.0
slush,6,6.0
slushy,6,6.0
slut,2 (low iconicity),2.0
slutty,4,4.0
sly,4,4.0
smack,6,6.0
small,4,4.0
smallpox,3,3.0
smart,3,3.0
smarten,4,4.0
smarty,4,4.0
smash,6,6.0
smatter,4,4.0
smear,6,6.0
smell,5,5.0
smelly,6,6.0
smile,5,5.0
smiley,5,5.0
smirk,5,5.0
smitten,3,3.0
smock,3,3.0
smog,5,5.0
smoke,5,5.0
smokehouse,4,4.0
smoker,4,4.0
smoking,4,4.0
smoky,5,5.0
smolder,5,5.0
smooch,6,6.0
smoosh,6,6.0
smooth,5,5.0
smoothie,4,4.0
smother,5,5.0
smudge,6,6.0
smug,4,4.0
smuggle,4,4.0
smush,6,6.0
smut,4,4.0
snack,4,4.0
snag,5,5.0
snail,4,4.0
snake,5,5.0
snap,6,6.0
snapper,5,5.0
snappy,5,5.0
snapshot,4,4.0
snare,4,4.0
snarky,5,5.0
snarl,6,6.0
snatch,5,5.0
snazzy,5,5.0
sneak,5,5.0
sneaker,4,4.0
sneaking,5,5.0
sneaky,5,5.0
sneer,5,5.0
sneeze,6,6.0
snicker,5,5.0
snide,3,3.0
sniff,6,6.0
sniffle,6,6.0
snigger,5,5.0
snip,6,6.0
snipe,4,4.0
snippy,5,5.0
snitch,5,5.0
snivel,5,5.0
snob,4,4.0
snobbery,4,4.0
snobbish,4,4.0
snobby,5,5.0
snoop,5,5.0
snooty,5,5.0
snooze,6,6.0
snore,6,6.0
snorkel,4,4.0
snort,6,6.0
snot,5,5.0
snotty,6,6.0
snout,5,5.0
snow,4,4.0
snowball,4,4.0
snowfall,4,4.0
snowflake,4,4.0
snowman,4,4.0
snowstorm,4,4.0
snowy,5,5.0
snub,4,4.0
snuff,4,4.0
snuffle,6,6.0
snug,5,5.0
snuggle,6,6.0
so,2,2.0
soak,5,5.0
soap,3,3.0
soapbox,3,3.0
soapy,5,5.0
soar,5,5.0
sob,6,6.0
sober,3,3.0
sobriety,3,3.0
soccer,3,3.0
sociability,3,3.0
sociable,3,3.0
social,3,3.0
socialist,2,2.0
sociality,3,3.0
socialization,2,2.0
society,2,2.0
sociocultural,2,2.0
sociological,2,2.0
sociology,2,2.0
sociopath,3,3.0
sociopolitical,2,2.0
sock,3,3.0
socket,4,4.0
sod,3,3.0
soda,3,3.0
sodden,4,4.0
sodium,2 (slightly iconic),2.0
sofa,3,3.0
soft,5,5.0
softball,4,4.0
soften,5,5.0
softener,4,4.0
software,2,2.0
soggy,6,6.0
soil,4,4.0
sojourn,2,2.0
solace,3,3.0
solar,3,3.0
sold,3,3.0
solder,3,3.0
soldier,3,3.0
sole,3,3.0
solely,3,3.0
solemn,4,4.0
solemnity,3,3.0
solicit,3,3.0
solicitor,2,2.0
solid,4,4.0
solidarity,3,3.0
solidify,5,5.0
solitaire,3,3.0
solitary,4,4.0
solitude,3,3.0
solo,5,5.0
solution,3,3.0
solve,3,3.0
solvent,3,3.0
somber,4,4.0
sombrero,4,4.0
some,2,2.0
somebody,3,3.0
somehow,3,3.0
someone,2,2.0
somersault,4,4.0
something,2,2.0
somewhere,3,3.0
son,2,2.0
song,4,4.0
songbird,5,5.0
sonic,4,4.0
sonnet,2,2.0
sonorous,5,5.0
soon,2,2.0
sooner,2,2.0
soot,5,5.0
sooth,4,4.0
soothe,5,5.0
soothing,5,5.0
sophistic,3,3.0
sophisticated,3,3.0
sophistication,3,3.0
sophomore,2,2.0
soprano,3,3.0
sore,5,5.0
sorrow,4,4.0
sorrowful,4,4.0
sorry,3,3.0
sort,3,3.0
sorted,3,3.0
souffle,4,4.0
sought,2,2.0
soul,3,3.0
soulful,4,4.0
soulless,4,4.0
sound,4,4.0
sounding,4,4.0
soundless,4,4.0
soundproof,4,4.0
soundtrack,3,3.0
soup,3,3.0
sour,5,5.0
source,3,3.0
south,3,3.0
southbound,4,4.0
southeast,3,3.0
southern,3,3.0
southwest,3,3.0
souvenir,2,2.0
sovereign,2,2.0
soviet,2 (slightly iconic),2.0
sow,3,3.0
soy,2 (slightly iconic),2.0
spa,3,3.0
space,4,4.0
spacecraft,3,3.0
spaceship,4,4.0
spacing,4,4.0
spacious,4,4.0
spade,4,4.0
spaghetti,4,4.0
Spam,3,3.0
span,4,4.0
spandex,3,3.0
spank,6,6.0
spanking,5,5.0
spar,3,3.0
spare,3,3.0
sparing,4,4.0
spark,5,5.0
sparkle,6,6.0
sparkler,5,5.0
sparkly,6,6.0
Sparks,5,5.0
sparrow,3,3.0
spasm,6,6.0
spat,4,4.0
spatter,6,6.0
spatula,3,3.0
spawn,4,4.0
speak,4,4.0
speaker,3,3.0
speaking,4,4.0
spear,4,4.0
spearhead,4,4.0
spearmint,4,4.0
spec,2,2.0
special,3,3.0
specialism,2,2.0
specialist,2,2.0
specialize,3,3.0
species,2,2.0
specifiable,2,2.0
specific,2,2.0
specifically,2,2.0
specify,2,2.0
specimen,2,2.0
speck,5,5.0
speckle,5,5.0
specs,4,4.0
spectacle,4,4.0
spectacular,4,4.0
spectrum,3,3.0
speculate,2,2.0
speculative,3,3.0
speech,3,3.0
speechless,4,4.0
speed,4,4.0
speedboat,4,4.0
speeding,4,4.0
speedometer,4,4.0
speedway,4,4.0
speedy,5,5.0
spell,3,3.0
spellbound,4,4.0
spelling,3,3.0
spend,3,3.0
spent,3,3.0
sperm,4,4.0
spew,6,6.0
sphere,4,4.0
spherical,4,4.0
sphincter,4,4.0
sphinx,3,3.0
spic,3 (moderately iconic),3.0
spice,4,4.0
spicy,5,5.0
spider,4,4.0
spiel,3,3.0
spiffy,4,4.0
spike,5,5.0
spiky,6,6.0
spill,5,5.0
spin,5,5.0
spinach,3,3.0
spinal,3,3.0
spindle,4,4.0
spine,4,4.0
spineless,4,4.0
spinner,5,5.0
spinning,5,5.0
spinster,3,3.0
spiral,5,5.0
spire,4,4.0
spirit,4,4.0
spirited,4,4.0
spiritism,2,2.0
spiritless,4,4.0
spiritual,3,3.0
spiritualism,3,3.0
spirituality,3,3.0
spiritualize,3,3.0
spirt,4,4.0
spit,5,5.0
spite,3,3.0
spiteful,4,4.0
spitfire,4,4.0
spittoon,4,4.0
splash,6,6.0
splat,6,6.0
splatter,6,6.0
splay,4,4.0
spleen,2,2.0
splendid,4,4.0
splendor,4,4.0
splice,4,4.0
splint,4,4.0
splinter,5,5.0
split,5,5.0
splitting,5,5.0
splosh,6,6.0
splotch,6,6.0
splurge,5,5.0
splutter,6,6.0
spoil,5,5.0
spoiler,4,4.0
spoke,3,3.0
spoken,4,4.0
sponge,4,4.0
spongy,5,5.0
sponsor,2,2.0
spontaneity,3,3.0
spontaneous,3,3.0
spook,5,5.0
spooky,6,6.0
spool,4,4.0
spoon,4,4.0
spoonful,4,4.0
spore,4,4.0
sport,3,3.0
sporting,3,3.0
sports,3,3.0
sporty,5,5.0
spot,4,4.0
spotless,4,4.0
spotlight,4,4.0
spotted,4,4.0
spotter,4,4.0
spotty,5,5.0
spouse,2,2.0
spout,5,5.0
sprain,5,5.0
sprang,5,5.0
sprawl,5,5.0
spray,6,6.0
spread,5,5.0
spreader,4,4.0
spree,4,4.0
spring,5,5.0
springboard,4,4.0
sprinkle,5,5.0
sprinkler,5,5.0
sprinkling,5,5.0
sprint,6,6.0
sprite,4,4.0
spritz,6,6.0
sprocket,4,4.0
sprout,5,5.0
spruce,4,4.0
sprung,5,5.0
spud,4,4.0
spun,5,5.0
spunk,4,4.0
spur,4,4.0
spurn,3,3.0
spurt,6,6.0
sputter,6,6.0
spy,4,4.0
squabble,5,5.0
squad,3,3.0
squadron,3,3.0
squall,5,5.0
squander,4,4.0
square,4,4.0
squash,6,6.0
squat,5,5.0
squatter,4,4.0
squaw,3 (moderately iconic),3.0
squawk,6,6.0
squeak,6,6.0
squeaky,6,6.0
squeal,6,6.0
squeamish,6,6.0
squeegee,5,5.0
squeezable,5,5.0
squeeze,6,6.0
squelch,6,6.0
squid,4,4.0
squiffy,4,4.0
squiggle,6,6.0
squint,5,5.0
squire,3,3.0
squirm,6,6.0
squirrel,4,4.0
squirt,6,6.0
squish,6,6.0
squishy,6,6.0
stab,5,5.0
stability,3,3.0
stabilize,3,3.0
stable,4,4.0
stack,4,4.0
stadium,3,3.0
staff,3,3.0
stag,4,4.0
stage,3,3.0
stagecoach,4,4.0
staged,3,3.0
stagger,5,5.0
stagnant,5,5.0
stagnate,5,5.0
stain,5,5.0
stainless,4,4.0
stair,3,3.0
staircase,3,3.0
stairway,4,4.0
stairwell,4,4.0
stake,4,4.0
stakeout,4,4.0
stale,5,5.0
stalemate,3,3.0
stalk,4,4.0
stalked,4,4.0
stalker,4,4.0
stalking,4,4.0
stall,4,4.0
stallion,4,4.0
stamina,3,3.0
stammer,6,6.0
stamp,5,5.0
stampede,6,6.0
stance,4,4.0
stanch,3,3.0
stand,4,4.0
standard,2,2.0
standardize,2,2.0
standby,4,4.0
standing,4,4.0
stank,5,5.0
staph,2 (slightly iconic),2.0
staple,3,3.0
stapler,3,3.0
star,4,4.0
starch,4,4.0
stardom,4,4.0
stardust,4,4.0
stare,5,5.0
starfish,4,4.0
stark,4,4.0
starlet,3,3.0
starlight,4,4.0
starling,3,3.0
starred,4,4.0
starry,5,5.0
start,4,4.0
starter,4,4.0
startle,5,5.0
startling,5,5.0
starvation,4,4.0
starve,4,4.0
stash,5,5.0
state,2,2.0
stated,2,2.0
statement,2,2.0
static,5,5.0
station,3,3.0
statistic,2,2.0
statistics,2,2.0
statue,3,3.0
stature,3,3.0
status,2,2.0
statute,2,2.0
statutory,2,2.0
staunch,3,3.0
stay,3,3.0
STD,1 (not at all iconic),1.0
steadfast,4,4.0
steady,4,4.0
steak,4,4.0
steal,4,4.0
stealing,4,4.0
stealth,4,4.0
stealthy,5,5.0
steam,5,5.0
steamboat,4,4.0
steamer,4,4.0
steamship,4,4.0
steamy,5,5.0
steel,4,4.0
steep,4,4.0
steepen,4,4.0
steeple,4,4.0
steer,4,4.0
steering,4,4.0
stegosaurus,3 (moderately iconic),3.0
stem,4,4.0
stench,6,6.0
stencil,3,3.0
stenograph,2,2.0
stent,2 (not very iconic),2.0
step,4,4.0
stepbrother,2,2.0
stepchild,3,3.0
stepdaughter,2,2.0
stepfather,3,3.0
stepladder,4,4.0
stepmother,3,3.0
stereo,3,3.0
stereotype,2 (not very iconic),2.0
sterile,4,4.0
sterilize,4,4.0
sterling,3,3.0
stern,4,4.0
sternum,2,2.0
steroid,3,3.0
stethoscope,2,2.0
stew,4,4.0
steward,3,3.0
stewardess,3,3.0
stick,4,4.0
sticker,4,4.0
stickler,3,3.0
stickup,4,4.0
sticky,6,6.0
stiff,5,5.0
stiffen,5,5.0
stifle,4,4.0
stigma,3,3.0
stigmatize,3,3.0
stiletto,4 (moderately iconic),4.0
still,3,3.0
stillborn,3,3.0
stillness,4,4.0
stilt,4,4.0
stilted,4,4.0
stimulant,3,3.0
stimulate,3 (moderately iconic),3.0
stimulus,3,3.0
sting,6,6.0
stinger,5,5.0
stingy,5,5.0
stink,6,6.0
stinker,5,5.0
stinky,6,6.0
stint,3,3.0
stipend,2,2.0
stir,5,5.0
stirring,4,4.0
stirrup,3,3.0
stitch,5,5.0
stock,3,3.0
stockade,4,4.0
stocking,3,3.0
stockpile,4,4.0
stockroom,3,3.0
stocky,5,5.0
stockyard,3,3.0
stodge,4,4.0
stodgy,5,5.0
Stoic,3,3.0
stole,3,3.0
stolen,2,2.0
stomach,3,3.0
stomp,6,6.0
stone,4,4.0
stonewall,4,4.0
stood,3,3.0
stooge,4,4.0
stool,3,3.0
stoop,4,4.0
stop,5,5.0
stopper,4,4.0
stopping,4,4.0
stopwatch,4,4.0
storage,3,3.0
store,3,3.0
storeroom,4,4.0
stork,4,4.0
storm,5,5.0
stormy,5,5.0
story,3,3.0
storybook,3,3.0
stout,4,4.0
stove,3,3.0
stow,4,4.0
straddle,5,5.0
straggle,5,5.0
straight,4,4.0
straighten,4,4.0
strain,5,5.0
strained,5,5.0
strainer,4,4.0
strait,3,3.0
strand,4,4.0
strange,4,4.0
stranger,3,3.0
strangle,6,6.0
strangulate,5,5.0
strap,4,4.0
strapped,4,4.0
strapping,4,4.0
strategic,3,3.0
strategy,2,2.0
stratify,3,3.0
stratosphere,3,3.0
straw,4,4.0
strawberry,4,4.0
strawflower,4,4.0
stray,4,4.0
streak,5,5.0
stream,5,5.0
streamer,4,4.0
streaming,4,4.0
streamline,4,4.0
street,3,3.0
strength,4,4.0
strengthen,4,4.0
strenuous,4,4.0
strep,2,2.0
stress,5,5.0
stressful,4,4.0
stretch,6,6.0
stretcher,4,4.0
stretchy,6,6.0
strew,4,4.0
stricken,4,4.0
strict,4,4.0
stride,5,5.0
strident,5,5.0
stridulate,4,4.0
strife,4,4.0
strike,5,5.0
striker,4,4.0
string,4,4.0
stringency,3,3.0
stringent,3,3.0
stringing,4,4.0
strip,4,4.0
stripe,4,4.0
striped,4,4.0
stripped,4,4.0
stripper,4,4.0
striptease,5,5.0
strive,4,4.0
stroganoff,2 (slightly iconic),2.0
stroke,4,4.0
stroll,5,5.0
stroller,4,4.0
strong,4,4.0
stronghold,4,4.0
struck,5,5.0
structure,3,3.0
strudel,4,4.0
struggle,5,5.0
strum,6,6.0
strung,4,4.0
strut,5,5.0
strutting,6,6.0
stub,4,4.0
stubbed,4,4.0
stubble,4,4.0
stubborn,4,4.0
stuck,5,5.0
stud,4,4.0
student,2,2.0
studio,2,2.0
study,3,3.0
stuff,4,4.0
stuffing,4,4.0
stuffy,5,5.0
stumble,5,5.0
stump,5,5.0
stun,5,5.0
stung,5,5.0
stunner,4,4.0
stunning,4,4.0
stunt,4,4.0
stupefy,4 (moderately iconic),4.0
stupendous,4,4.0
stupid,3,3.0
stupidity,3,3.0
sturdy,4,4.0
stutter,6,6.0
sty,3,3.0
style,3,3.0
stylish,4,4.0
stylist,3,3.0
suave,4,4.0
sub,3,3.0
subconscious,3,3.0
subcontract,2,2.0
subdivide,3,3.0
subdue,4,4.0
subdued,4,4.0
subject,2,2.0
subjection,3,3.0
subjective,2,2.0
subjectivism,2 (slightly iconic),2.0
subjectivity,2,2.0
subjunctive,2 (slightly iconic),2.0
sublime,3,3.0
subliminal,3,3.0
sublimity,3,3.0
submarine,4,4.0
submerge,4,4.0
submissive,3,3.0
submit,4,4.0
suboptimal,2,2.0
subpoena,2,2.0
subprime,2 (slightly iconic),2.0
subscribe,3,3.0
subsequence,2,2.0
subsequent,2,2.0
subservient,3,3.0
subside,4,4.0
subsidize,2,2.0
substance,3,3.0
substandard,3,3.0
substantial,3,3.0
substantiate,2 (slightly iconic),2.0
substantive,2,2.0
substitute,2,2.0
subtitle,2,2.0
subtle,3,3.0
subtlety,3,3.0
subtract,4,4.0
suburb,3,3.0
subversive,3,3.0
subway,4,4.0
subwoofer,4,4.0
succeed,3,3.0
success,3,3.0
successful,3,3.0
succession,3,3.0
succulent,4,4.0
succumb,3,3.0
such,2,2.0
suck,6,6.0
sucker,4,4.0
sucking,5,5.0
suckle,5,5.0
suckling,5,5.0
suction,5,5.0
sudden,4,4.0
suds,5,5.0
sue,2,2.0
suede,3,3.0
suffer,4,4.0
suffice,2,2.0
sufficiency,3,3.0
sufficient,2,2.0
suffix,2,2.0
suffocate,5,5.0
suffrage,2,2.0
suffuse,3,3.0
sugar,3,3.0
suggest,2,2.0
suggestible,2 (slightly iconic),2.0
suggestion,2,2.0
suggestive,3,3.0
suicidal,3,3.0
suicide,3,3.0
suit,3,3.0
suitable,3,3.0
suitcase,3,3.0
suite,2,2.0
sulk,5,5.0
sulky,5,5.0
sullen,4,4.0
sulphur,3,3.0
sultan,2 (slightly iconic),2.0
sultry,4,4.0
sum,3,3.0
summarize,2,2.0
summary,2,2.0
summer,3,3.0
summit,4,4.0
summon,4,4.0
summons,4,4.0
sump,3,3.0
sun,4,4.0
sunbathe,4,4.0
sunbeam,5,5.0
sunburn,5,5.0
sundae,3,3.0
Sunday,2,2.0
sundial,4,4.0
sundown,5,5.0
sunflower,4,4.0
sunk,4,4.0
sunlight,4,4.0
sunny,5,5.0
sunrise,4,4.0
sunroof,4,4.0
sunset,4,4.0
sunshine,4,4.0
sunspot,4,4.0
sup,2,2.0
super,3,3.0
superb,3,3.0
superficial,3,3.0
superhuman,4,4.0
superior,3,3.0
superiority,3,3.0
superlative,3,3.0
supermarket,3,3.0
supersede,2,2.0
superstar,4,4.0
superstitious,3,3.0
supper,3,3.0
supplement,2,2.0
supply,3,3.0
support,3,3.0
supportable,3,3.0
supporter,3,3.0
supportive,3,3.0
suppose,2,2.0
supposed,2,2.0
supposition,2,2.0
suppress,4,4.0
suppression,4,4.0
supremacy,3,3.0
supreme,4,4.0
sure,3,3.0
surely,3,3.0
surf,5,5.0
surface,4,4.0
surge,5,5.0
surgeon,2,2.0
surgery,3,3.0
surgical,3,3.0
surmise,2,2.0
surmount,3,3.0
surname,2,2.0
surpass,3,3.0
surpassing,3,3.0
surplus,3,3.0
surprise,4,4.0
surprising,4,4.0
surreal,3,3.0
surrealistic,3,3.0
surrender,4,4.0
surround,4,4.0
surrounding,4,4.0
surveillance,2,2.0
survey,2,2.0
survivable,4,4.0
survival,3,3.0
survive,4,4.0
survivor,4,4.0
susceptibility,2,2.0
susceptible,3,3.0
sushi,3,3.0
suspect,3,3.0
suspend,4,4.0
suspender,3,3.0
suspense,4,4.0
suspicion,3,3.0
suspicious,4,4.0
sustain,3,3.0
sustainability,3,3.0
suture,3,3.0
swab,5,5.0
swaddle,5,5.0
swag,4,4.0
swagger,6,6.0
swallow,4,4.0
swamp,5,5.0
swan,3,3.0
swank,4,4.0
swap,4,4.0
swarm,6,6.0
swash,4,4.0
swastika,2 (slightly iconic),2.0
swat,6,6.0
swatch,3,3.0
sway,5,5.0
swayed,4,4.0
swear,4,4.0
sweat,5,5.0
sweater,3,3.0
sweatshirt,3,3.0
sweatshop,4,4.0
sweaty,5,5.0
Swede,2 (slightly iconic),2.0
sweep,5,5.0
sweeper,4,4.0
sweet,4,4.0
sweeten,4,4.0
sweetheart,4,4.0
sweetie,5,5.0
swell,5,5.0
swelter,5,5.0
swept,4,4.0
swerve,6,6.0
swift,5,5.0
swig,5,5.0
swim,5,5.0
swimming,4,4.0
swimmingly,4,4.0
swimsuit,3,3.0
swindle,5,5.0
swine,4,4.0
swing,5,5.0
swinger,4,4.0
swinging,5,5.0
swipe,5,5.0
swirl,6,6.0
swish,6,6.0
switch,4,4.0
switchblade,4,4.0
switchboard,3,3.0
swivel,5,5.0
swollen,5,5.0
swoon,5,5.0
swoop,6,6.0
swoosh,6,6.0
sword,3,3.0
swordfish,4,4.0
swore,3,3.0
sworn,3,3.0
sycamore,2,2.0
syllabic,3,3.0
syllable,3,3.0
syllabus,2,2.0
symbiotic,3 (moderately iconic),3.0
symbol,3,3.0
symbolic,3,3.0
symbolism,2,2.0
symbolize,3,3.0
symmetrical,3,3.0
sympathetic,3,3.0
sympathize,3,3.0
sympathy,3,3.0
symphonic,4,4.0
symphony,4,4.0
symptom,2,2.0
synagogue,2 (slightly iconic),2.0
sync,3,3.0
synchronize,3,3.0
syndicate,2,2.0
syndrome,2,2.0
synergy,3,3.0
synonym,2,2.0
synopsis,2,2.0
synthesis,2 (slightly iconic),2.0
synthesize,3,3.0
synthetic,3,3.0
syphilis,2 (not very iconic),2.0
syringe,3,3.0
syrup,4,4.0
system,2,2.0
systematic,3,3.0
systemic,2 (slightly iconic),2.0
tab,3,3.0
Tabasco,3 (moderately iconic),3.0
table,2,2.0
tablecloth,3,3.0
tablespoon,3,3.0
tablet,3,3.0
tabloid,3,3.0
taboo,4,4.0
tack,4,4.0
tackle,4,4.0
tacky,4,4.0
taco,3,3.0
tact,2,2.0
tactful,3,3.0
tactic,3,3.0
tactical,3,3.0
tactics,3,3.0
tactile,4,4.0
tactless,3,3.0
tadpole,4,4.0
taffy,5,5.0
tag,4,4.0
tail,4,4.0
tailgate,4,4.0
tailor,3,3.0
taint,3,3.0
take,3,3.0
taken,3,3.0
takeover,4,4.0
taking,3,3.0
tale,2,2.0
talent,2,2.0
talented,3,3.0
tales,2,2.0
talk,4,4.0
talkative,4,4.0
tall,3,3.0
tally,4,4.0
talon,4,4.0
tamale,3,3.0
tambourine,4,4.0
tame,4,4.0
tamp,4,4.0
tamper,3,3.0
tampon,3,3.0
tan,4,4.0
tang,5,5.0
tangent,3,3.0
tangerine,3,3.0
tangible,4,4.0
tangle,6,6.0
tango,4,4.0
tangy,6,6.0
tank,4,4.0
tanker,4,4.0
tantalize,4,4.0
tantalizing,4,4.0
tantrum,5,5.0
tap,5,5.0
tape,4,4.0
taper,4,4.0
tapestry,3,3.0
tapeworm,4,4.0
tapioca,3,3.0
tapping,5,5.0
taps,4,4.0
tar,5,5.0
tarantula,4,4.0
tardy,4,4.0
target,4,4.0
Tarmac,3,3.0
tarnish,4,4.0
tarp,4,4.0
tart,4,4.0
tartar,3,3.0
task,3,3.0
tassel,4,4.0
taste,4,4.0
tasteful,4,4.0
tasteless,4,4.0
